original_price,discount_original_price,discount_final_price,release_date,reviews,item_id,genre
US$4.99 ,0,0,  Feb 6  2011,  [Positive],460970,  [Indie- Strategy- Action- Real Time Tactics- Tower Defense- Great Soundtrack]
US$9.99 ,0,0,  Aug 8  2013,  [Overwhelmingly Positive- Overwhelmingly Positive],239030,  [Indie- Political- Simulation- Point & Click- Dystopian- Singleplayer- Puzzle- Retro- Pixel Graphics- Adventure- Atmospheric- Strategy- Multiple Endings- Casual- Story Rich- 2D- Replay Value- Great Soundtrack- Difficult- Surreal]
US$1.99 ,0,US$20.15 ,  Feb 15  2002,  [],525818,  [Anime- Episodic- Action- Ninja]
US$11.99 ,0,0,  Mar 4  2014,  [Mostly Positive],259450,  [Early Access- Simulation- Indie- Space- Sandbox- Action- Open World- Exploration- Space Sim- Trading- Sci-fi- Procedural Generation]
US$4.99 ,0,US$16.76 ,  Nov 16  2015,  [Mostly Positive],385511,  [Adventure- RPG- Action- Massively Multiplayer- Indie]
US$2.99 ,0,0,  Nov 30  1998,  [Positive],259980,  [Casual- Indie- Comedy- Funny]
US$9.99 ,0,0,  Aug 14  2008,  [Mostly Positive],21680,  [Action- Platformer- Remake- Local Co-Op- Great Soundtrack- Local Multiplayer- 2D- Co-op- Retro- 2.5D- Difficult]
US$11.99 ,0,0,  Dec 5  2013,  [Very Positive- Very Positive],39150,  [JRPG- RPG- Classic- Singleplayer- Great Soundtrack- Turn-Based- Story Rich- Fantasy- Card Game- Sci-fi- Adventure- Open World- Retro- Atmospheric- Action- Romance- 1990's]
US$2.99 ,0,0,  Oct 15  2015,  [Very Positive- Overwhelmingly Positive],360740,  [Indie- Action- Platformer- Pixel Graphics- Rogue-like- Difficult- Retro- Adventure- Rogue-lite- Fast-Paced- 2D- Arcade- Shoot 'Em Up- Procedural Generation- Great Soundtrack- GameMaker]
US$4.99 ,0,US$10.18 ,  Jun 10  2016,  [],470870,  [Action- Indie]
US$0.99 ,US$154.72 ,US$112.97 ,  Sep 5  2013,  [Positive],223317,  [Strategy- Action- Free to Play]
US$7.99 ,0,US$8.08 ,  Feb 15  2016,  [Mostly Negative],388120,  [Adventure- Casual- Visual Novel]
US$5.99 ,US$154.72 ,US$112.97 ,  Oct 26  2012,  [Positive],223315,  [Strategy- Action- Free to Play]
US$5.99 ,US$154.72 ,US$112.97 ,  Oct 26  2012,  [Positive],223314,  [Free to Play- Strategy- Action]
US$5.99 ,US$154.72 ,US$112.97 ,  Oct 26  2012,  [Positive],223313,  [Strategy- Action- Free to Play]
US$19.99 ,0,0,  Sep 13  2013,  [Very Positive- Very Positive],222940,  [Fighting- 2D Fighter- Arcade- Action- Anime- Competitive- Local Multiplayer- 2D- Multiplayer- Great Soundtrack- Beat 'em up- Singleplayer- Controller]
US$2.99 ,0,US$103.08 ,  Oct 2  2015,  [Positive],406650,  [RPG- Indie- Choose Your Own Adventure- Interactive Fiction]
US$19.99 ,0,0,  May 16  2005,  [Mostly Positive],32660,  [Action- FPS]
US$9.99 ,0,0,  Nov 14  2005,  [Positive],16130,  [Casual- Simulation- Management]
US$0.99 ,US$154.72 ,US$112.97 ,  Sep 5  2013,  [Positive],223318,  [Strategy- Action- Free to Play]
US$9.99 ,0,0,  Feb 17  2014,  [Mostly Positive],261680,  [Indie- Adventure- Female Protagonist- Walking Simulator- Interactive Fiction- Hand-drawn- Casual- Visual Novel- Singleplayer]
US$9.99 ,0,0,  Jan 31  2013,  [Mostly Positive],227800,  [Action- Indie- 6DOF- Sci-fi- Shooter- VR- FPS]
US$9.99 ,0,0,  Dec 4  2014,  [Mostly Negative],310460,  [Adventure- Point & Click- Comic Book]
US$6.99 ,0,0,  Mar 15  1999,  [Mixed],376750,  [Action- World War II- FPS- Retro]
US$1.99 ,0,0,  Feb 20  2014,  [Very Positive],263820,  [RPG- Indie- Adventure- Action- Retro- Action RPG- Villain Protagonist- Pixel Graphics]
US$7.99 ,0,US$33.54 ,  Jan 23  2015,  [Mixed],341470,  [Strategy- Action- Adventure- RPG- Simulation- Match 3]
US$14.99 ,0,0,  Apr 11  2016,  [Mostly Positive- Mostly Positive],455980,  [Early Access- Strategy- Simulation- Survival- Indie- Post-apocalyptic- Crafting- Sandbox- City Builder- Base-Building- Resource Management- Management- Open World- 2D- Singleplayer- Sci-fi]
US$9.99 ,0,0,  Sep 29  2015,  [Positive],342920,  [Action- Casual- Indie- Local Multiplayer- 4 Player Local- Local Co-Op]
US$1.99 ,0,0,  Jul 1  2016,  [Mixed],493730,  [Indie- Casual- Adventure- Atmospheric- Great Soundtrack]
US$29.99 ,0,0,  May 21  2013,  [Mostly Negative],224340,  [Racing- Action- Sports]
US$7.99 ,0,US$18.38 ,  Apr 29  2016,  [],465320,  [RPG- Casual]
US$6.99 ,0,0,  Sep 18  2014,  [Positive],354310,  [Strategy- Casual- Match 3- Puzzle- Adventure]
US$1.99 ,0,0,  Feb 3  2015,  [Mostly Negative],348380,  [Indie- Adventure- Psychological Horror- Horror]
US$4.99 ,0,US$90.88 ,  Dec 17  2013,  [Positive],266740,  [Action- RPG]
US$9.99 ,0,0,  Feb 15  2016,  [Mixed],423270,  [Indie- Action- Local Co-Op- Beat 'em up- Fighting- Singleplayer- Local Multiplayer- Arcade]
US$19.99 ,US$44.99 ,US$6.74 ,  Oct 16  2012,  [Very Positive- Very Positive],219910,  [Point & Click- Adventure- Dark Humor- Indie- Comedy- Female Protagonist- Singleplayer- Dark- Psychological- Puzzle- Funny- 2D]
US$19.99 ,0,0,  Jun 29  2010,  [Mostly Positive- Mostly Positive],21130,  [LEGO- Action- Adventure- Local Co-Op- Magic- Family Friendly- Singleplayer- Comedy- Fantasy- Open World- Puzzle- Funny- Split Screen]
US$0.99 ,0,0,  Jun 4  2015,  [Mostly Positive],376920,  [Action- Indie- Casual- Pixel Graphics- Singleplayer]
US$1.99 ,0,0,  Mar 16  2016,  [Positive],436390,  [Action- Indie- Platformer]
US$9.99 ,0,0,  Oct 23  2012,  [Mixed],200370,  [Strategy- Casual- Fantasy- City Builder- Building- Simulation- Crafting- Singleplayer]
US$4.99 ,0,0,  Jan 26  2012,  [Mixed],253960,  [Adventure- Point & Click- Noir- Singleplayer]
US$9.99 ,0,US$12.33 ,  Jan 1  2016,  [Mostly Positive],405550,  [Indie- Action- Platformer- Pixel Graphics- Retro- Difficult- Singleplayer- Local Co-Op- 4 Player Local- Local Multiplayer- 2D- Tower Defense- Co-op]
,US$2.99 ,US$1.34 ,  Jul 15  2015,  [Mostly Positive],383630,  [Action- Indie- Adventure- Platformer- Retro- Arcade- 2D- Pixel Graphics- Funny- Puzzle- 1990's- 1980s]
US$9.99 ,0,0,  Jul 29  2014,  [Mixed],315240,  [Video Production- Education- Software Training- Utilities]
US$3.99 ,0,US$16.45 ,  Apr 10  2015,  [Mixed],356800,  [RPG- Indie- Choose Your Own Adventure- Interactive Fiction]
US$2.99 ,US$14.99 ,US$11.24 ,  Aug 12  2016,  [Very Positive- Very Positive],497850,  [Strategy- Indie- Simulation- RTS- Pixel Graphics- Multiplayer]
US$4.99 ,0,0,  Oct 28  1994,  [Positive],358310,  [Action- FPS- Classic- 1990's]
US$8.99 ,0,0,  Apr 23  2015,  [Mostly Positive],341710,  [Early Access- God Game- Indie- Simulation- Strategy]
US$29.99 ,0,US$107.88 ,  Jul 4  2012,  [Mixed- Very Positive],208140,  [Strategy- 4X- Space- Sci-fi- Turn-Based Strategy- Turn-Based- Indie- Multiplayer- Singleplayer- Great Soundtrack- Exploration- Futuristic- Diplomacy- Grand Strategy- Aliens- Simulation- Atmospheric- Replay Value]
US$39.99 ,0,0,  Mar 21  2016,  [Negative],427970,  [Early Access- Indie- Strategy- Action- RPG]
US$14.99 ,0,0,  Oct 18  2005,  [Mostly Positive- Very Positive],2210,  [FPS- Action- Shooter- Sci-fi- Horror- Singleplayer- Fast-Paced- Classic- Multiplayer- First-Person- Gore- Atmospheric- Dark- Arena Shooter]
US$9.99 ,0,0,  Apr 4  2014,  [Very Positive],240970,  [RPG- Indie- Action- JRPG- Fast-Paced- Great Soundtrack- Comedy- Retro- Pixel Graphics- Action RPG- Adventure- Multiplayer- Singleplayer]
US$2.99 ,0,0,  Dec 11  2003,  [Mixed],289460,  [Racing- Casual]
US$6.99 ,0,0,  Oct 18  2005,  [Positive],31810,  [Adventure- Point & Click- Mystery- Female Protagonist- Puzzle]
Free To Play,0,0,  Aug 3  2016,  [Mixed],438720,  [Free to Play- Massively Multiplayer- Indie- RPG]
US$19.99 ,0,0,  Jun 10  2016,  [Mostly Positive],440520,  [Utilities]
US$0.74 ,US$4.99 ,US$1.24 ,  Jun 6  2014,  [Very Positive],270630,  [Indie- Casual- Action- Cute- Funny- Short- Puzzle- 2D- Adventure]
US$2.99 ,0,0,  Oct 30  2014,  [Very Positive],297110,  [Casual- Indie- Music]
US$14.99 ,0,US$82.34 ,  Mar 10  2016,  [Very Positive- Very Positive],369990,  [Strategy- Board Game- Indie- Steampunk- Turn-Based- Multiplayer- Card Game- Turn-Based Strategy- Replay Value- Stylized- Atmospheric- Singleplayer- 2D- Fantasy- Great Soundtrack- Politics- Soundtrack- Competitive]
US$3.99 ,0,0,  Jul 9  2014,  [Mixed],312900,  [Action- Indie- Casual]
US$2.99 ,0,0,  Dec 15  2015,  [Mixed],386510,  [Action- Free to Play- Indie- Casual- Multiplayer- Platformer]
US$6.99 ,0,0,  Nov 1  1992,  [Mixed],328430,  [Adventure- Point & Click- 1990's- Classic]
US$4.99 ,0,0,  Feb 24  2012,  [Mostly Positive],201570,  [Indie- Action- Shoot 'Em Up- Space- Twin Stick Shooter- Shooter- Bullet Hell- Arcade- Side Scroller- Singleplayer- Local Co-Op- Great Soundtrack- Retro- 2D]
US$12.99 ,US$17.98 ,US$12.38 ,  Apr 28  2016,  [Mostly Negative- Mixed],408740,  [Simulation- Indie- Casual- Sports- Management- Strategy- e-sports]
US$14.99 ,0,0,  Dec 18  2015,  [Positive],391050,  [Utilities]
US$4.99 ,0,0,  Mar 1  2016,  [Mostly Negative],448060,  [Early Access- Action- Indie- Memes- Nudity- Psychological Horror]
,US$19.99 ,US$14.99 ,  Aug 23  2016,  [Mostly Positive],408960,  [Indie- Action- RPG- Zombies]
US$1.99 ,0,0,  Jan 13  2014,  [Positive],387640,  [Drama- Movie- Indie- Comedy]
Free,0,0,  Nov 24  2015,  [Mostly Negative],418280,  [Indie- Adventure- Action- Atmospheric- Exploration- Horror]
US$9.99 ,0,0,  Feb 6  2015,  [Mixed],348650,  [Action- Indie- Beat 'em up]
US$12.99 ,0,0,  Jan 11  2013,  [Mixed],299500,  [Sports- Casual- Simulation]
Free To Play,0,0,  Sep 12  2016,  [Mixed],513440,  [Free to Play- Strategy- Massively Multiplayer- Indie- Multiplayer- Resource Management]
US$14.99 ,0,0,  Apr 29  2016,  [Very Positive],400760,  [Early Access- Simulation- Sports- Action- VR]
US$9.99 ,0,US$25.17 ,  Oct 29  2012,  [Very Positive- Very Positive],209080,  [Steampunk- Team-Based- Multiplayer- Co-op- Action- Tactical- Indie- Competitive- Simulation- Adventure- FPS- Strategy- Flight- Online Co-Op- PvP- First-Person- Shooter- Class-Based- Kickstarter- Massively Multiplayer]
Free to Play,0,0,  Feb 11  2016,  [Very Positive- Very Positive],431510,  [Visual Novel- Indie- Casual- Female Protagonist- Simulation- Adventure- Otome- Free to Play- Anime]
US$29.99 ,0,0,  Sep 3  2015,  [Mostly Positive],477750,  [Strategy- Simulation- Historical]
US$34.99 ,0,US$72.85 ,  Feb 12  2016,  [Very Positive],402620,  [Visual Novel- Female Protagonist- Nudity- Anime- Romance- Mature- Cute- Adventure- Singleplayer- Psychological Horror- Horror]
US$14.99 ,0,0,  Jun 1  2015,  [Mostly Positive- Very Positive],332310,  [Early Access- LEGO- Open World- Sandbox- Building- Adventure- Exploration- Family Friendly- Multiplayer- Singleplayer- Third Person- Funny- Destruction- Action- Simulation- Comedy- Casual- Co-op- Walking Simulator- Voxel]
US$29.99 ,0,0,  May 15  2014,  [Mostly Positive- Very Positive],244450,  [Strategy- World War II- Simulation- Action- War- RTS- Tactical- Multiplayer- Real Time Tactics- Military- Tanks- Realistic- Co-op- Destruction- Historical- Singleplayer- Atmospheric- Difficult- Adventure- Classic]
US$7.99 ,0,0,  May 14  2011,  [Mostly Positive],104100,  [Indie- Action- Strategy- Procedural Generation- Rogue-like- Pixel Graphics]
US$9.99 ,0,0,  Nov 1  2012,  [Very Positive],220460,  [Action- Indie- Rogue-like- Platformer- Space- Casual- Sci-fi- Procedural Generation- Rogue-lite- Difficult- Singleplayer- Great Soundtrack]
US$19.99 ,0,0,  Sep 17  2015,  [Very Positive],300280,  [Adventure- Indie- Point & Click]
US$9.99 ,0,US$14.66 ,  Dec 11  2013,  [Mostly Positive],235620,  [Board Game- Strategy- Casual- Indie- Multiplayer- Turn-Based- Singleplayer- Fantasy]
US$14.99 ,0,0,  Sep 28  2011,  [Very Positive- Overwhelmingly Positive],9420,  [Strategy- RTS- Sci-fi- Multiplayer- Singleplayer- Grand Strategy- Co-op- Moddable- Real-Time with Pause- Base-Building- Competitive- Robots- Action- Real-Time- Online Co-Op- Adventure- Space- Great Soundtrack]
US$4.99 ,0,0,  Jul 29  2014,  [Very Positive- Overwhelmingly Positive],296470,  [Comedy- Funny- Physics- Sports- Multiplayer- Indie- Local Multiplayer- Competitive- Simulation- Co-op- Casual- 2D- Local Co-Op- 4 Player Local- Mature- Online Co-Op- Singleplayer- Psychological Horror- Action- NSFW]
Free,0,0,  Sep 26  2013,  [Very Positive],362240,  [Fighting- Action- Episodic- Free to Play]
US$39.99 ,0,0,  Jun 30  2014,  [Very Positive- Very Positive],230230,  [RPG- Turn-Based- Co-op- Fantasy- Adventure- Strategy- Isometric- Open World- CRPG- Story Rich- Kickstarter- Indie- Multiplayer- Singleplayer- Turn-Based Strategy- Magic- Crowdfunded- Female Protagonist- Atmospheric- Online Co-Op]
US$4.99 ,0,0,  Dec 17  2010,  [Mixed],299180,  [Adventure- Hidden Object- Puzzle- Casual- Point & Click]
US$3.99 ,0,0,  Feb 13  2014,  [Mostly Negative],270090,  [Indie- Bullet Hell- Retro- Action- Shooter- Illuminati- Surreal- Shoot 'Em Up- Experimental- Cyberpunk- Psychedelic- Action RPG- 2D]
US$59.99 ,US$129.98 ,US$109.98 ,  Oct 21  2016,  [],289070,  [Strategy- Turn-Based Strategy- Historical- Singleplayer- Multiplayer- Turn-Based- Cartoony- 4X- Grand Strategy- Simulation- War- Cartoon- Great Soundtrack- Moddable- Tactical- Casual- Open World- Online Co-Op- Memes- Co-op]
,US$1.99 ,US$0.49 ,  Apr 26  2016,  [Mostly Positive- Mostly Positive],462960,  [Indie- Casual- Adventure- Platformer]
US$9.99 ,US$29.96 ,US$20.76 ,  Jul 27  2011,  [Mostly Negative],27940,  [Action- Zombies- Indie- Multiplayer- Survival- Singleplayer- Top-Down Shooter]
US$3.99 ,0,US$7.17 ,  Mar 31  2016,  [Positive],409560,  [Adventure- Indie- Action- Simulation- Platformer- Difficult]
US$4.99 ,0,0,  Aug 7  2015,  [Mixed- Mixed],378270,  [Action- Indie- FPS- Horror- Gore- Zombies- First-Person]
Free to Play,0,0,  Jul 8  2014,  [Mixed- Mostly Positive],301520,  [Early Access- Free to Play- Robots- Building- Multiplayer- Action- Shooter- Massively Multiplayer- PvP- Sandbox- Crafting- Third-Person Shooter- Sci-fi- Strategy- Simulation- Indie- Open World- Funny- RPG- Adventure]
US$1.99 ,0,0,  Oct 20  2009,  [Mixed],42950,  [Strategy]
US$0.99 ,0,0,  Jun 3  2016,  [Mixed],485440,  [Early Access- Strategy- Indie- Tower Defense]
US$8.99 ,0,0,  Jan 23  2013,  [Negative],499900,  [Indie- Puzzle]
US$12.99 ,0,US$332.27 ,  Mar 28  2016,  [],455561,  [Adventure- Indie]
US$19.99 ,0,US$332.27 ,  Mar 28  2016,  [],455560,  [Adventure- Indie]
US$8.99 ,0,0,  Jan 7  2015,  [Positive],340400,  [RPG- Indie- RPGMaker]
US$9.99 ,US$320.64 ,US$263.57 ,  Feb 23  2016,  [Positive],419080,  [Simulation]
US$19.99 ,0,US$117.39 ,  Sep 27  2010,  [Mixed- Mostly Positive],45740,  [Zombies- Action- Adventure- Co-op- Open World- Online Co-Op- Third Person- Comedy- Gore- Character Customization- Funny- Sandbox- Survival- Crafting- Multiplayer- Multiple Endings- Singleplayer- Horror- RPG- 3D Vision]
US$9.99 ,0,0,  Mar 2010   [Very Negative, Mixed],48110,  [Simulation- World War II- Naval- Historical- Military- Strategy]
Free to Play,0,0,  Apr 4  2014,  [Very Positive- Very Positive],346120,  [Free to Play- Action- Multiplayer- 2D- Shooter- Indie- Funny- Singleplayer- Platformer- Massively Multiplayer- Gore- Adventure]
US$7.99 ,0,0,  Jan 9  2015,  [Positive],335940,  [Early Access- Strategy- Multiplayer- Mechs- Singleplayer]
US$7.99 ,0,0,  Jun 14  2011,  [Mixed],211580,  [RPG- Indie- Action- Adventure- Multiplayer- Pixel Graphics- Online Co-Op- Co-op- GameMaker]
US$4.99 ,0,0,  Sep 24  2012,  [Mostly Negative],99410,  [Action- Indie]
US$19.99 ,0,0,  Jul 7  2015,  [Very Positive- Very Positive],252950,  [Multiplayer- Racing- Soccer- Sports- Competitive- Team-Based- Football- Online Co-Op- Action- Co-op- Funny- Fast-Paced- Local Co-Op- Local Multiplayer- Great Soundtrack- Split Screen- 4 Player Local- Singleplayer- Indie- Casual]
US$4.99 ,0,0,  Jul 23  2014,  [Mostly Positive],301420,  [Indie- Action- Adventure- Stealth- Noir- Puzzle]
US$9.99 ,0,US$24.76 ,  Sep 15  2015,  [Very Positive],355860,  [Indie- Adventure- Action- Horror- Surreal- Atmospheric- Psychological Horror- VR]
US$4.99 ,0,0,  Aug 12  2015,  [Very Positive],390890,  [Action- Indie- Adventure- Local Co-Op- Pixel Graphics- 4 Player Local]
US$9.99 ,0,0,  Apr 21  2016,  [Mostly Positive],454610,  [Action- Indie- Twin Stick Shooter]
US$29.99 ,0,0,  Aug 4  2015,  [Very Positive- Very Positive],347830,  [Anime- JRPG- RPG- Cute- Singleplayer- Fantasy- Turn-Based- Great Soundtrack- Visual Novel- Nudity- Comedy- Story Rich]
US$2.99 ,0,0,  Aug 22  2016,  [Positive],512240,  [Action- Indie- Casual- Arcade- VR]
US$11.99 ,0,0,  Mar 24  2015,  [Positive],332760,  [Early Access- Action- Indie- Local Multiplayer]
US$19.99 ,0,0,  Sep 1  2015,  [Very Positive- Very Positive],290340,  [Board Game- Turn-Based Strategy- Strategy- Multiplayer- Indie- Card Game- Fantasy- Adventure- Dark Fantasy- RPG- Great Soundtrack- Hex Grid- Tactical RPG- Multiple Endings- Grand Strategy- Turn-Based- Benchmark- Singleplayer- Kickstarter]
US$1.99 ,US$126.61 ,US$63.13 ,  Oct 9  2015,  [Mostly Positive- Mostly Positive],407230,  [RPG- RPGMaker- Indie- Casual- Adventure- Action- Strategy- Anime- Shoot 'Em Up- JRPG]
US$14.99 ,0,0,  Jul 21  2014,  [Very Positive- Overwhelmingly Positive],248310,  [Platformer- Action- Great Soundtrack- Female Protagonist- Indie- Retro- 2D- Pixel Graphics- Fast-Paced- Anime- Kickstarter- Singleplayer- Adventure- Difficult- Classic- Cute- Story Rich- Aliens- Funny- Side Scroller]
US$4.99 ,0,US$43.08 ,  Aug 25  2016,  [],490412,  [Strategy- Adventure- RPG]
US$14.99 ,0,0,  May 26  2016,  [Mixed],357030,  [Action- Shoot 'Em Up- Strategy- Tower Defense- Sci-fi]
US$9.99 ,0,0,  Sep 13  2011,  [Mixed],33420,  [Action- Adventure- FPS- Co-op- Shooter- Western- First-Person- Singleplayer- Female Protagonist]
US$9.99 ,0,0,  Oct 1  2005,  [Very Positive],18420,  [Casual- Strategy- Puzzle- Physics]
Free,0,0,  Nov 12  2015,  [Very Positive],523490,  [Gaming- Free to Play- Documentary- Episodic- Multiplayer- MOBA- Adventure- Action- Competitive- Casual- Movie- Family Friendly]
US$9.99 ,0,0,  Mar 23  2006,  [Mixed],321710,  [Action]
US$14.99 ,0,0,  Jan 15  2015,  [Mostly Negative],317080,  [Simulation- Racing- Sports]
US$19.99 ,0,0,  Nov 3  2011,  [Very Positive- Very Positive],71340,  [Platformer- Great Soundtrack- Action- Fast-Paced- 3D Platformer- 2D- Moddable- Singleplayer- Adventure- Retro- Colorful- Family Friendly- Time Travel- Classic- Third Person- Controller- 3D Vision- Replay Value- Funny- Racing]
US$4.99 ,0,0,  Sep 9  2014,  [Mixed],269590,  [Early Access- RPG- Indie- Strategy- Rogue-like]
US$12.99 ,0,0,  Jan 13  2012,  [Mixed],342360,  [Visual Novel- Adventure- Indie- Casual- Anime- Horror]
US$0.99 ,0,0,  May 14  2015,  [Mixed],371400,  [Action- Indie- Simulation- Survival- Difficult- Robots- 2D Fighter]
,US$1.99 ,US$0.49 ,  Jun 30  2015,  [Mixed],380550,  [Action- Indie- Shoot 'Em Up- Twin Stick Shooter- Arcade- Casual- 2D]
US$4.99 ,0,0,  Jan 25  2016,  [Mostly Negative],400880,  [Sports- Indie- Simulation- Racing]
US$4.99 ,0,0,  Mar 21  2012,  [Mixed],109500,  [Action- Indie- Memes- e-sports]
Free to Play,0,0,  May 26  2016,  [Very Positive- Very Positive],205890,  [Card Game- Free to Play- Strategy- Trading Card Game- Adventure- RPG- Multiplayer- Fantasy]
US$9.99 ,0,0,  Apr 23  2015,  [Mixed- Mostly Positive],264140,  [Pirates- Indie- Pixel Graphics- RPG- Sandbox- 2D- Rogue-like- Open World- Simulation- Adventure- Singleplayer- Action- Side Scroller- Building- Strategy- Rogue-lite- Survival- Crafting- Multiplayer- Co-op]
Free To Play,0,0,  Jul 13  2016,  [Mixed- Mixed],475100,  [Free to Play- Massively Multiplayer- Action- RPG- Adventure- MMORPG- Anime- Open World]
US$5.99 ,0,0,  Feb 17  2016,  [Mostly Positive],444720,  [Adventure- Action- Indie- RPG- Metroidvania- Pixel Graphics- 2D- Platformer]
US$1.99 ,0,0,  May 17  2011,  [Very Positive],104600,  [Documentary- Singleplayer]
US$4.99 ,0,0,  Mar 19  2013,  [Very Positive- Very Positive],233740,  [Zombies- Indie- Retro- Strategy- Post-apocalyptic- Singleplayer- Pixel Graphics- Adventure- Perma Death- Simulation- 2D- RPG- Survival- Parody- Action- Rogue-like- Comedy- Great Soundtrack- Horror- Kickstarter]
US$9.99 ,0,0,  Feb 18  2016,  [Mixed],399120,  [Action- FPS- Sci-fi- Singleplayer- Shooter- First-Person- Mod- Story Rich]
US$2.99 ,0,0,  Jun 8  2015,  [Positive],374010,  [Adventure- FMV- Detective]
US$39.99 ,0,0,  Nov 19  2012,  [Mixed],368220,  [Strategy- Simulation- World War II- Multiplayer- Turn-Based Strategy- Singleplayer- Real-Time with Pause- Wargame- Replay Value- Tactical]
,US$15.00 ,US$11.70 ,  Dec 16  2015,  [Positive],388260,  [Sports- Action- Indie- Local Multiplayer- 4 Player Local- Local Co-Op- Pixel Graphics- Retro- Arcade- Singleplayer]
US$3.99 ,0,0,  Nov 25  2014,  [Mixed],333540,  [Strategy- Indie- Simulation]
US$19.99 ,0,0,  Mar 28  2013,  [Mixed],232950,  [Simulation- Building- Physics- Puzzle- Singleplayer]
US$9.99 ,0,US$53.91 ,  Aug 17  2011,  [Very Positive],112100,  [RPG- Indie- Fantasy- Turn-Based- Isometric- Turn-Based Combat- Party-Based RPG- Grid-Based Movement- CRPG- Story Rich- 2D- Singleplayer- Exploration- Female Protagonist- Strategy- Adventure]
US$9.99 ,0,0,  Apr 23  2015,  [Mixed],363620,  [Simulation- Indie- Action- Memes- Funny]
US$19.99 ,0,0,  Aug 24  2009,  [Mostly Positive],37960,  []
US$5.99 ,0,0,  Apr 22  2016,  [Mixed],449710,  [Strategy- Indie- Tower Defense]
US$9.99 ,0,0,  Jun 16  2014,  [Mixed],280040,  [Rogue-like- Indie- RPG- Action- Rogue-lite- Perma Death- Procedural Generation- 2D- Difficult- Singleplayer- Adventure- Dungeon Crawler- Fantasy- Top-Down]
US$9.99 ,0,0,  Aug 12  2009,  [Mostly Positive],37210,  [Simulation- Casual]
Free to Play,0,0,  Apr 20  2015,  [Mixed],365050,  [Free to Play- Indie- Strategy- 2D- Singleplayer]
US$19.99 ,0,0,  Mar 11  2013,  [Mostly Positive- Mostly Positive],34870,  [Sniper- Action- FPS- Multiplayer- Stealth- Shooter- Singleplayer- First-Person- Strategy- Adventure- Tactical- Military- Co-op- Open World- Online Co-Op- Simulation- Bullet Time- Controller]
US$4.99 ,0,0,  Nov 21  2013,  [Very Positive],252370,  [Adventure- Point & Click- Indie- Noir- Singleplayer- Story Rich- 2D- Short]
US$6.99 ,0,US$20.23 ,  Feb 10  2014,  [Negative],273540,  [Racing- Sports- Simulation- Indie]
US$3.99 ,0,0,  Oct 15  2007,  [Very Positive- Very Positive],8600,  [Racing- Simulation- Driving- Multiplayer- Sports- Singleplayer]
US$9.99 ,0,0,  Dec 8  2005,  [Mostly Negative],15920,  [Casual]
US$9.99 ,0,US$99.52 ,  Oct 14  2011,  [Very Positive- Very Positive],115100,  [RPG- Adventure- Comedy- Casual- Singleplayer- Family Friendly- Turn-Based- Cute- Indie- Short- Turn-Based Strategy- Female Protagonist- Puzzle- Funny- Controller- JRPG]
US$8.99 ,0,US$224.61 ,  Jun 11  2004,  [Mostly Positive- Very Positive],6980,  [Stealth- Atmospheric- Action- Steampunk- First-Person- Classic- Dark- Third Person- Story Rich- Fantasy- Adventure- Singleplayer- Horror- Dark Fantasy- Medieval- Open World]
US$19.99 ,US$14.99 ,US$2.24 ,  May 26  2015,  [Mostly Positive],344410,  [Puzzle- Puzzle-Platformer- Indie- Action- Adventure- First-Person- Horror- Thriller- Singleplayer- Female Protagonist- Psychological Horror- Story Rich- Choices Matter- Atmospheric]
US$19.99 ,0,0,  Jun 11  2015,  [Mostly Negative],275060,  [Action- Adventure- Horror- Co-op- Multiplayer- Survival Horror- Shooter- Illuminati- Lovecraftian- Third Person- Singleplayer]
US$19.99 ,0,0,  Nov 30  1999,  [],39360,  []
US$19.99 ,0,0,  Nov 11  2014,  [Mostly Negative],325470,  [Early Access- Strategy- Wargame- Grand Strategy- Turn-Based- Turn-Based Strategy]
US$24.99 ,0,0,  Jan 24  2013,  [Very Positive- Very Positive],346470,  [Sports- Simulation]
US$4.99 ,0,0,  Aug 1  2001,  [Mixed],302190,  [Adventure- Casual- Point & Click- First-Person]
US$2.99 ,0,0,  Jun 4  2015,  [Positive],375310,  [Action- Indie- Casual- Strategy- Female Protagonist- Puzzle]
,US$14.99 ,US$3.74 ,  May 1  2005,  [Mostly Positive],271760,  [RPG- Co-op- Singleplayer]
US$9.99 ,0,0,  Mar 25  2015,  [Very Positive],361990,  [Indie- Pixel Graphics- Horror- Survival Horror- Comedy- Psychological Horror- Nudity- Gore- Survival- Sandbox- Episodic- Singleplayer- Funny- Difficult- Puzzle- 2D]
US$12.99 ,0,0,  Dec 30  2014,  [Very Positive],348950,  [Indie- Visual Novel- Anime]
Free to Play,0,0,  Jul 10  2007,  [Mixed],319730,  [Free to Play- Massively Multiplayer- Action- RPG- Strategy- Great Soundtrack- Anime- Adventure]
US$6.99 ,0,0,  Jun 10  2016,  [Mixed],464690,  [Early Access- Simulation- Indie- Building- Multiplayer- Open World- Physics- Sandbox- Destruction- Funny- Casual- Action- Adventure- Third Person- Base-Building- Difficult- Puzzle]
US$9.99 ,0,0,  Jul 21  2016,  [Positive],464100,  [Early Access- Strategy- Indie- Turn-Based- Wargame]
US$6.99 ,0,0,  Mar 16  2016,  [Mixed],435600,  [Action- Indie- Strategy- RPG- Tower Defense]
