appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,price
641910,Bike Rush,Axyos Games,Axyos Games,32,31,12,70,2780,1639,1153,1302,763,1494,381,502,394,502,999
749550,Lawnmower Game 2: Drifter,"Tero Lunkka, Jacob Clevenger",Tero Lunkka,,6,5,0,2527,1563,1526,2113,0,0,254,0,290,0,99
652230,CrazyCar,Apillo,Apillo,,7,10,0,4549,2097,2289,2588,763,1494,189,9,279,9,599
592780,Bang Bang Car,Galaxy Game Studio,Galaxy Game Studio,9,8,8,50,6824,2568,3538,1849,763,1494,7,1,9,1,0
610660,Russian Roads,Laush Dmitriy Sergeevich,Laush Studio,11,7,6,50,1011,988,0,0,0,0,0,0,0,0,199
648810,Vehicle VR,Nick Helweg,Nick Helweg,,21,4,0,3538,1849,2289,2588,763,1494,103,15,148,15,79
314050,Spheritis,Bluestrike,Bluestrike,,4,2,0,1476,2044,0,0,0,0,0,0,0,0,499
456780,DUCATI - 90th Anniversary,Milestone S.r.l.,  Milestone S.r.l.,24,53,25,65,5307,2265,4044,1977,0,0,170,0,176,0,999
425310,Ghostbusters,FireForge Games,Activision,4,11,17,39,2022,1398,1134,1281,0,0,579,0,746,0,4999
658490,Drive Isle,Roadfactory,Roadfactory,26,33,15,60,1769,1307,1264,1105,0,0,86,0,126,0,499
688590,Hard Rock Zombie Truck,Rumata Lab,Dagestan Technology,23,12,6,75,3791,1914,3052,2988,0,0,139,0,58,0,399
714150,Bombastic Cars,XOA Productions,XOA Productions,,10,16,0,1769,1307,1153,1302,0,0,11,0,15,0,999
414760,Blue-Collar Astronaut,Mutated Software,Mutated Software,,13,0,0,1516,1210,1011,988,0,0,155,0,165,0,999
380000,MiniOne Racing,Frogames,Frogames,18,17,10,43,1516,1210,1153,1302,0,0,493,0,522,0,499
400880,Ultimate Rock Crawler,khos85,khos85,1,7,19,19,1011,988,763,1494,0,0,24,0,24,0,499
414810,Observatory: A VR Variety Pack,2DArray,2DArray,,7,1,0,756,1046,756,1046,0,0,232,0,232,0,999
762590,Zombie Derby 2,Brinemedia,Brinemedia,45,38,10,83,2275,1483,1921,1682,0,0,180,0,198,0,399
783860,Horse Riding Deluxe,Loot Inside,Loot Inside,,5,0,0,1134,1281,774,1516,0,0,40,0,40,0,1999
681290,Hare,"Zelun, Tio_jolo",Zelun,,8,0,0,758,856,763,1494,0,0,169,0,169,0,99
592020,SmuggleCraft,Happy Badger Studio,Happy Badger Studio,,16,0,0,1769,1307,1153,1302,0,0,341,0,488,0,999
548450,Foreveracers,SuperSmashingGreat Games,SuperSmashingGreat Games,,11,1,0,758,856,738,1445,738,1445,8,8,8,8,497
444550,Void 21,Taranasus Studio,Taranasus Studio,45,23,6,66,1011,988,1011,988,0,0,333,0,374,0,499
422640,VR Karts SteamVR,Viewpoint Games,Viewpoint Games,4,16,26,38,758,856,769,1063,0,0,24,0,24,0,1499
655130,LSDriver 2,Manic Mind Game Lab,Manic Mind Game Lab,9,6,6,50,1769,1307,1526,2113,0,0,424,0,682,0,99
381850,My Paper Boat,TML-Studios,Aerosoft GmbH,22,19,10,64,1769,1307,1921,1682,0,0,292,0,490,0,499
445860,Toy Plane Heroes,Oasis VR,Oasis VR,45,39,10,72,1516,1210,2289,2588,0,0,28,0,39,0,999
451060,Wincars Racer,DragonJam Studios,DragonJam Studios,,6,4,0,756,1046,0,0,0,0,0,0,0,0,1199
549280,Quiz Night Tonight!,Mardonpol Inc.,Mardonpol Inc.,,4,3,0,738,1445,738,1445,0,0,1,0,1,0,999
594980,Super Amazeballs,Braincells Productions Inc.,Braincells Productions Inc.,100,16,0,100,750,1038,0,0,0,0,0,0,0,0,999
726600,Drift Zone,Awesome Industries,Awesome Industries,8,13,14,38,758,856,758,856,774,1516,105,9,105,9,699
780080,Bikour!,The Most,The Most,,11,3,0,1126,1271,0,0,0,0,0,0,0,0,99
697580,Screamer,Graffiti,Interplay,,9,5,0,1011,988,0,0,0,0,0,0,0,0,999
418260,Gumball Drift,Ghost Machine,Ghost Machine,,8,6,0,756,1046,756,1046,0,0,4,0,4,0,1999
348160,RUMP! - It's a Jump and Rump!,Dedication Labs,Dedication Labs,86,44,3,95,1516,1210,1537,1504,0,0,137,0,206,0,999
744040,Street Heat,Astalo Games,PQube Limited,,15,4,0,1889,1653,774,1516,0,0,19,0,19,0,799
432940,Breakneck,PikPok,PikPok,68,52,7,87,1516,1210,1011,988,0,0,323,0,399,0,999
776450,hOSHIs Elektronauts,hOSHI,hOSHI,,2,0,0,758,856,0,0,0,0,0,0,0,0,99
783920,Retro Sphere,UMBRESS,UMBRESS,,1,1,0,2275,1483,763,1494,763,1494,184,184,184,184,299
410000,Chalo Chalo,"Redshift Media, Sparpweed","Redshift Media, Sparpweed",,11,1,0,1134,1281,774,1516,0,0,107,0,107,0,999
756700,Neon Seoul: Outrun,Playsnak,Playsnak,95,29,1,92,758,856,763,1494,763,1494,73,20,73,20,1199
388720,Link: The Unleashed Nexus,Reminisce,Reminisce,57,43,8,85,4296,2038,5764,2913,0,0,145,0,84,0,999
403680,Dexterity Ball 3D,Quandary Solutions LTD,Quandary Solutions LTD,,6,8,0,756,1046,774,1516,0,0,177,0,177,0,699
582260,Extreme-G 2,Acclaim Cheltenham,Throwback Entertainment Inc.,18,25,15,65,1264,1105,769,1063,0,0,11,0,11,0,799
542790,RacetronicVR,Charles Cochrane,Charles Cochrane,,0,2,0,1516,1210,769,1063,0,0,281,0,281,0,0
444740,Cologne,Piotr Młynarczyk,,,5,5,0,758,856,769,1063,0,0,176,0,176,0,999
673190,All-Star Fruit Racing,3DClouds.it,3DClouds.it,59,40,7,81,1264,1105,769,1063,0,0,129,0,129,0,1499
683790,Tractorball,Ninja Whale Studios,Ninja Whale Studios,,8,4,0,1516,1210,1526,2113,763,1494,239,472,472,472,999
369570,Spectra,Gateway Interactive,Mastertronic,39,29,9,63,1264,1105,1153,1302,0,0,223,0,226,0,749
441640,VALENS,Digitallion,Digitallion,3,7,12,25,756,1046,0,0,0,0,0,0,0,0,799
468780,The Concourse,"A & B Game Studios, LLC","A & B Game Studios, LLC",,20,3,0,1011,988,1153,1302,0,0,78,0,120,0,999
496360,RC Racing Off Road 2.0,magnussoft,magnussoft,,0,3,0,738,1445,0,0,0,0,0,0,0,0,1299
612370,PAKO 2,Tree Men Games,Tree Men Games,82,129,10,92,3538,1849,4227,2494,0,0,127,0,106,0,999
573070,BAFL - Brakes Are For Losers,Oudidon,"Playdius, Plug In Digital",54,15,3,76,1134,1281,1549,2144,0,0,47,0,62,0,999
760050,Nightwolf: Survive the Megadome,CYBERPHO,CYBERPHO,100,23,0,100,738,1445,738,1445,0,0,10,0,10,0,499
673830,VR STOCK CAR RACERS,SAT-BOX,SAT-BOX,,2,1,0,738,1445,0,0,0,0,0,0,0,0,1199
791030,Super Tits Rush,Manic Mind Game Lab,Manic Mind Game Lab,,9,4,0,758,856,738,1445,0,0,4,0,4,0,99
620790,The Slopes,"Peter Labick, Connor Laux",GreenHopper Development ,,1,3,0,2022,1398,1153,1302,0,0,127,0,163,0,199
397640,Nulldrifters,Cliax Games,Cliax Games,,7,2,0,1264,1105,1526,2113,0,0,157,0,312,0,199
471730,Rocket Ski Racing,nocanwin,nocanwin,32,16,6,66,1769,1307,2306,1842,763,1494,657,4,1192,4,299
454390,Rally Copters,Depth First Games,Depth First Games,,4,0,0,758,856,758,856,0,0,201,0,201,0,699
513300,Schacht,LAB132,"LabOne48, LAB132",89,18,1,92,1011,988,756,1046,0,0,207,0,207,0,799
501090,"Design it, Drive it : Speedboats",Performance Simulations,Performance Simulations,41,24,7,68,1011,988,1011,988,0,0,563,0,662,0,2499
577990,Ignition,Unique Development Studios AB,Interplay Entertainment Corp.,74,36,4,89,750,1038,763,1494,0,0,6,0,6,0,999
702430,SCHOOL SIMULATOR MULTIPLAYER,CREATIV GAME DEVELOPER LLC.,CREATIV GAME DEVELOPER LLC.,7,8,9,50,738,1445,0,0,0,0,0,0,0,0,999
656730,Block Robot Mini Survival Game,Theodor Niklas,Theodor Niklas,,0,6,0,738,1445,0,0,0,0,0,0,0,0,599
655610,Horse Racing 2016,Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,,6,8,0,1264,1105,1011,988,0,0,30,0,45,0,999
346130,Rktcr,TCHOW,TCHOW,,4,0,0,1769,1307,1516,1210,0,0,142,0,172,0,799
381800,DRIFT 84,Reventador Games,Reventador Games,9,19,19,37,758,856,769,1063,0,0,51,0,51,0,299
420660,Burnin' Rubber 5 HD,Xform,Xform,92,42,2,95,756,1046,756,1046,0,0,93,0,93,0,999
520400,XMODULE,G21 Studio,G21 Studio,41,7,2,75,756,1046,0,0,0,0,0,0,0,0,999
437730,Roadclub: League Racing,Solid Core,Solid Core,78,21,2,88,738,1445,738,1445,0,0,8,0,8,0,599
588490,TrickStyle,"Criterion Games, Throwback Entertainment Inc.",Throwback Entertainment Inc.,57,11,2,91,1011,988,763,1494,0,0,12,0,12,0,699
547810,Spacewing VR,JaudaLabs,JaudaLabs,51,24,5,66,750,1038,763,1494,0,0,13,0,13,0,139
690570,Drone Racer: Canyons,RedForce Games,RedForce Games,,5,1,0,2275,1483,1526,2113,0,0,271,0,319,0,99
537660,Brumm,eiloware,eiloware,,4,2,0,756,1046,738,1445,0,0,267,0,267,0,599
586980,MadOut2 BigCity,MadOut Games,MadOut Games,22,45,24,65,2275,1483,2690,1990,0,0,98,0,105,0,674
775970,Bitcoin highway,bch waves,bch waves,,3,4,0,758,856,0,0,0,0,0,0,0,0,99
801880,Drift Tuner 2019,S&COR Games,S&COR Games,27,16,7,68,738,1445,0,0,0,0,0,0,0,0,999
313330,4x4 Dream Race,Dream Up,Strategy First,3,17,30,22,3285,1782,763,1494,0,0,201,0,201,0,499
512750,One Giant Leap,Sylvan Studios LLC,Sylvan Studios LLC,100,13,0,100,1126,1271,1526,2113,0,0,83,0,112,0,399
530160,Eve of Destruction - REDUX VIETNAM,Lotte|EoD,Agger Interactive,23,30,15,65,750,1038,763,1494,0,0,27,0,27,0,999
727180,/Escape Expert,"刘俊亨(Junheng Liu), UNGamingOrg游戏组织玩家",刘俊亨(Junheng Liu),45,23,6,76,1011,988,769,1063,0,0,21,0,21,0,399
384040,Impulse Revolution,Mandlebar,Mandlebar,,11,2,0,750,1038,763,1494,0,0,182,0,182,0,699
466210,Race & Destroy,AngryAngelGames,AngryAngelGames,1,3,8,27,1264,1105,1526,2113,0,0,917,0,1794,0,199
