appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,price
256330,WRC 4 FIA World Rally Championship,Milestone S.r.l.,"Plug In Digital, Bigben Interactive",21,545,306,64,63686,7847,32349,5592,1153,1302,1068,873,335,1585,749
497180,Street Legal Racing: Redline v2.3.1,"Invictus-Games LLC., ImageCode LLC.","Activision Value Inc. (2003), ImageCode LLC. (2016)",45,955,240,79,56357,7381,34623,5786,1264,1105,934,131,341,237,499
44600,GTR - FIA GT Racing Game,SimBin Studios AB,SimBin,17,38,24,59,71773,8330,21734,4584,774,1516,345,7,25,7,699
12520,18 Wheels of Steel: American Long Haul,SCS Software,"ValuSoft, Retroism",29,234,100,71,66719,8031,39172,6154,1549,2144,657,36,125,70,999
351990,Riff Racer - Race Your Music!,FOAM Entertainment,FOAM Entertainment,59,1019,174,85,58379,7513,35634,5869,1921,1682,319,67,230,83,999
635260,CarX Drift Racing Online,CarX Technologies,CarX Technologies,78,1824,174,91,61159,7689,46248,6687,15163,3829,1133,237,498,75,999
619730,Mad Driver,,,9,38,36,53,62928,7800,45743,6650,1011,988,266,288,271,291,99
418060,Battle Riders,OneManTeam,OneManTeam,27,48,21,74,61159,7689,4296,2038,738,1445,145,40,84,40,499
442220,Iron Madness,Inane Games,Inane Games,13,45,33,57,54083,7231,8340,2839,0,0,21,0,6,0,0
324760,Monster Truck Destruction,ODD Games,Merge Games,6,130,159,58,68235,8122,16427,3985,0,0,618,0,15,0,499
116100,Super Toy Cars,Eclipse Games,Eclipse Games,20,196,113,71,59390,7577,22998,4715,738,1445,179,28,140,28,999
504460,Team Racing League,Gamious,Gamious,41,62,18,92,64950,7924,7076,2615,1526,2113,697,64,100,95,999
248330,Dino Run DX,Pixeljam,Pixeljam,82,497,43,93,48270,6831,24009,4818,1134,1281,276,233,204,434,599
539720,Razortron 2000,NukGames,NukGames,68,345,44,89,62675,7784,32601,5614,4227,2494,301,361,211,334,49
256370,MXGP - The Official Motocross Videogame,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",45,625,165,78,56105,7365,38667,6114,769,1063,952,92,354,92,1999
457210,SEUM: Speedrunners from Hell,Pine Studio,Headup Games,95,729,30,95,52314,7112,28558,5254,2022,1398,405,111,255,114,1499
641780,The Drone Racing League Simulator,The Drone Racing League,The Drone Racing League,23,177,89,51,53325,7180,30832,5460,2527,1563,367,118,54,169,1999
297860,Split/Second,Black Rock Studio,Disney Interactive,41,571,167,77,54841,7281,31590,5526,763,1494,360,83,287,83,1999
7840,Death Track: Resurrection,Sky Fallen,1C Company,5,33,47,46,49028,6885,10362,3165,0,0,92,0,22,0,299
448710,VirZOOM Arcade,VirZOOM,VirZOOM,100,18,0,100,55599,7332,10362,3165,774,1516,48,1,2,1,0
450670,Table Top Racing: World Tour,Playrise Digital Ltd.,Playrise Digital Ltd.,37,284,94,73,56610,7398,21734,4584,0,0,188,0,48,0,1499
315600,Ford Racing 3,Razorworks,Strategy First,57,672,125,83,56357,7381,27041,5113,1134,1281,116,23,28,24,499
50000,Nimbus,Noumenon Games,Noumenon Games,89,174,10,94,55094,7298,23503,4767,0,0,106,0,39,0,999
285500,Hard Truck Apocalypse / Ex Machina,Targem Games,Buka Entertainment,41,800,236,76,53830,7214,31338,5504,1126,1271,498,211,145,230,799
691730,FPV Drone Simulator,DreamEscape,DreamEscape,29,80,33,70,53830,7214,31338,5504,1264,1105,8,13,3,19,0
468240,VR Regatta - The Sailing Game,MarineVerse,MarineVerse,92,68,3,93,44227,6539,7076,2615,2289,2588,101,294,19,379,1499
325420,Homebrew - Patent Unknown,Copybugpaste,Copybugpaste,39,478,144,75,47512,6777,29063,5301,756,1046,305,781,113,781,1999
32200,Metal Drift,Black Jacket Studios,Black Jacket Studios,23,79,40,77,42457,6407,18196,4194,0,0,117,0,57,0,999
44100,Super Laser  Racer,New Star Games Ltd,New Star Games Ltd,65,68,10,87,47765,6795,23503,4767,0,0,49,0,24,0,499
448610,Draw Rider,17Studio,17Studio,27,84,37,65,47512,6777,27041,5113,1921,1682,232,216,253,276,99
578330,LEGO City Undercover,Traveller's Tales,TT Games,29,591,251,64,44732,6576,28558,5254,4296,2038,1622,334,770,372,3999
3010,Xpand Rally,Techland,Techland,43,119,32,76,42710,6426,15163,3829,0,0,172,0,99,0,499
256070,Truck Racer,Kylotonn Entertainment,"Plug In Digital, Bigben Interactive",32,122,47,64,42963,6445,9098,2966,0,0,146,0,39,0,999
339790,rFactor,Image Space Incorporated,Image Space Incorporated,62,268,43,88,47765,6795,20471,4449,1153,1302,652,258,135,259,2499
389810,Rubber and Lead,Omega Point Games,,7,39,45,48,44732,6576,28558,5254,0,0,284,0,265,0,499
6270,Ducati World Championship,Artematica Entertainment,Strategy First,5,75,96,40,44479,6558,13900,3666,0,0,48,0,7,0,499
355130,MotoGP15,Milestone S.r.l.,Milestone S.r.l.,39,286,89,75,39678,6194,27294,5137,2690,1990,1568,34,666,46,2999
375900,Trackmania Turbo,Nadeo,Ubisoft,18,665,407,61,51303,7043,36898,5973,1516,1210,708,195,406,234,3999
311820,RC Mini Racers,Decane,Decane,17,58,36,78,41699,6349,7834,2752,0,0,70,0,27,0,499
223450,Dyad,][ Games Inc,Shawn McGrath,39,164,50,77,39425,6174,15416,3860,0,0,60,0,18,0,1499
264080,Vangers,K-D Lab,KranX Productions,59,184,31,95,41952,6369,8454,3528,0,0,186,0,37,0,699
280180,Hover,"Midgar Studio, Fusty Game","Playdius, Plug In Digital",57,876,158,86,43216,6464,28810,5278,3052,2988,368,178,132,27,1999
535850,Micro Machines World Series,Codemasters,Codemasters,1,93,268,24,45743,6650,15416,3860,2289,2588,397,35,42,49,2999
431600,Automobilista,Reiza Studios,Reiza,62,783,119,82,43974,6520,26283,5041,4044,1977,2427,190,524,132,2999
565030,Blueshift,"Zach Tsiakalis-Brown, Raul Bravo",Zulubo Productions,57,121,23,84,44479,6558,23251,4741,1516,1210,32,8,11,9,0
633370,Who's your Santa !?,5Wolf,5Wolf,78,202,18,92,51050,7025,39678,6194,763,1494,253,218,271,218,299
240600,MotoGP13,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",32,382,148,69,44985,6595,28810,5278,774,1516,683,5,180,5,999
526920,SQUAKE,On5,On5,59,97,17,85,37403,6013,23251,4741,0,0,192,0,200,0,399
294660,Putt-Putt Saves the Zoo,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",92,291,13,96,41699,6349,19965,4393,1921,1682,151,18,54,17,699
280910,T.E.C. 3001,Phoenix Game Studio,BulkyPix,74,327,36,91,40436,6252,23756,4792,0,0,187,0,140,0,399
257790,Riptide GP2,Vector Unit,Vector Unit,68,323,42,89,38919,6134,19460,4337,774,1516,216,1,154,1,699
477770,Ride 2,Milestone S.r.l.,Milestone S.r.l.,62,941,142,87,46501,6705,34876,5807,6824,2568,1813,190,929,61,4999
324070,iO,Gamious,Gamious,49,126,28,77,35634,5869,16932,4046,738,1445,144,152,87,152,499
673900,Avem33,WaVR,WaVR,18,17,10,62,41699,6349,21734,4584,763,1494,2015,20095,1,20095,0
525920,Pro Cycling Manager 2017,Cyanide Studio,Focus Home Interactive,21,162,88,60,47765,6795,37656,6034,10867,3241,6270,631,4240,472,899
428370,Windlands,Psytec Games Ltd,Psytec Games Ltd,39,528,159,76,36645,5952,24767,4893,1526,2113,234,8,107,15,1999
400020,Atari Vault,Code Mystics,Atari,43,252,69,79,38161,6074,22745,4689,1921,1682,144,50,47,94,999
286810,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,Targem Games,Buka Entertainment,27,300,131,68,43468,6483,24009,4818,0,0,263,0,222,0,599
332250,The Next Penelope,Aurelien Regard,Plug In Digital,47,158,39,81,37403,6013,9603,3047,774,1516,76,18,45,18,1299
3000,GTI Racing,Techland,Techland,47,74,18,82,32349,5592,13900,3666,0,0,279,0,64,0,499
222500,Rail Adventures - VR Tech Demo,exosyphen studios,exosyphen studios,8,14,15,48,42963,6445,14658,3764,0,0,44,0,4,0,0
556720,Off-Road Super Racing,GameTop.com,GameTop.com,2,16,32,33,34370,5764,17943,4165,0,0,16,0,5,0,0
520010,Climbey,Brian Lindenhof,ShadowBrain Games,92,484,22,95,34876,5807,22998,4715,2780,1639,445,39,174,65,999
527990,Gladiator Trainer,Pilgrim Adventures,,32,86,32,72,40941,6291,19460,4337,2275,1483,233,458,196,464,49
317440,Quantum Rush Champions,GameArt Studio GmbH,GameArt Studio GmbH,14,87,62,50,35129,5828,18449,4223,0,0,271,0,269,0,999
268360,Krautscape,"Mario von Rickenbach, Playables","Midnight City, Majesco Entertainment",27,154,68,71,37908,6054,13142,3564,738,1445,57,49,41,49,799
621830,WRC 7 FIA World Rally Championship,Kylotonn Racing Games,Bigben Interactive,29,529,223,68,31338,5504,18196,4194,8070,3447,973,413,289,234,3999
359350,Defunct,Freshly Squeezed,SOEDESCO Publishing,51,251,55,81,38161,6074,20471,4449,758,856,138,95,115,95,999
354160,WRC 5 FIA World Rally Championship,Kylotonn Racing Games,"Bigben Interactive, Plug In Digital",10,233,213,45,32096,5570,20723,4476,774,1516,707,242,163,242,999
398830,Goggles - World of Vaporia,Bit2Good Ug,Bit2Good Ug,,7,5,0,34876,5807,26789,5089,0,0,297,0,303,0,799
284290,Farm Machines Championships 2014,Silden,Silden,5,48,69,37,42963,6445,8845,2924,0,0,174,0,56,0,0
225220,NASCAR The Game: 2013,Eutechnyx,Eutechnyx,,237,182,0,31085,5482,20471,4449,763,1494,7766,10,306,10,0
33620,Crash Time 3,Synetic,Kalypso Media Digital,41,197,56,80,30074,5392,15416,3860,2323,2626,311,13,154,20,599
367700,SHOFER Race Driver,Zhoori Maang Entertainment,Zhoori Maang Entertainment,,13,56,0,30832,5460,3033,1712,0,0,14,0,4,0,899
567000,Tapocalypse,BEta - indie,Atriagames,26,57,26,32,31085,5482,22240,4637,0,0,377,0,398,0,299
396900,GRIP,Caged Element Inc.,Wired Productions,82,1016,83,91,33107,5657,22492,4663,2306,1842,246,28,144,14,1999
622920,P-Walker's Simulation,BrainStrainStudios,BrainStrainStudios,6,26,32,54,35887,5890,24767,4893,763,1494,230,219,245,219,299
21780,Driver Parallel Lines,Ubisoft Reflections,Ubisoft,71,298,35,89,31843,5548,21734,4584,1264,1105,677,219,292,270,999
396360,LocoSoccer,Startreming,Startreming,23,119,61,65,31590,5526,17943,4165,2527,1563,283,399,215,438,99
319550,The Collider,Shortbreak Studios s.c.,Shortbreak Studios s.c.,71,839,95,89,31338,5504,19712,4365,0,0,118,0,57,0,299
458770,WRC 6 FIA World Rally Championship,Kylotonn Racing Games,Bigben Interactive,14,305,214,54,29063,5301,17691,4136,769,1063,541,191,116,191,4499
385490,MiniDrivers,Ivanovich Games,Ivanovich Games,11,64,55,68,30579,5437,17438,4106,0,0,426,0,244,0,599
461430,EmergeNYC,FlipSwitch Games,FlipSwitch Games,39,752,234,74,24009,4818,15416,3860,2780,1639,903,61,392,58,3499
346610,Racecraft,Sandbox Games,Sandbox Games,27,49,22,73,27547,5161,3791,1914,774,1516,53,5,32,5,1999
359220,MX vs. ATV Unleashed,Rainbow Studios,THQ Nordic,24,149,71,67,33612,5701,12636,3495,774,1516,231,2,61,2,999
46200,A.I.M. Racing,SkyRiver Studios,1C Company,29,43,18,72,31338,5504,5560,2318,0,0,24,0,7,0,299
406940,Dub Dash,Incodra,Headup Games,32,143,53,72,24514,4868,6318,2471,756,1046,131,15,68,15,499
324750,StuntMANIA Reloaded,Sector3 Games,Bigger Boat,12,40,32,70,29316,5324,12383,3460,0,0,183,0,179,0,499
12590,Sprint Cars Road to Knoxville,BigAnt Studios,"ValuSoft, Retroism",7,20,23,53,33107,5657,8593,2882,774,1516,1493,184,240,184,999
207190,Fireburst,exDream,Strategy First,9,64,64,55,35129,5828,12383,3460,774,1516,72,23,29,23,999
771440,Stickman Safe and Destroy,alexeibelih,alexeibelih,,2,9,0,25020,4918,3538,1849,763,1494,37,165,4,165,99
281280,Mashed,Supersonic Software,Strategy First,45,189,49,79,30832,5460,11120,3279,750,1038,317,31,209,31,499
328460,Redline,"Accolade, Inc.","Retroism, Nightdive Studios",22,44,23,63,28305,5231,3791,1914,0,0,83,0,19,0,699
544310,Jumps,"Kiwiforge, Timothy Vincent",Kiwiforge,95,55,2,97,31590,5526,23756,4792,763,1494,273,170,274,170,199
338190,Just Get Through,Retrific,Retrific,74,169,18,88,27800,5184,15416,3860,0,0,141,0,86,0,499
400800,MXGP2 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,32,265,103,69,29569,5347,20471,4449,763,1494,1884,1634,1363,1634,3999
298340,FLASHOUT 2,Jujubee S.A.,Jujubee S.A.,15,122,82,59,28558,5254,8593,2882,0,0,30,0,19,0,499
363460,Spermination,Phr00t's Software,Phr00t's Software,57,331,59,86,27294,5137,15163,3829,769,1063,90,1,31,1,299
770350,PIXEL DRIFT,azimut team,azimut team,,18,13,0,27547,5161,4612,2605,769,1063,14,8,3,8,99
575470,LSDriver,Manic Mind Game Lab,Manic Mind Game Lab,9,35,34,40,27041,5113,21734,4584,17691,4136,261,262,274,274,99
303830,Motorcycle Club,Kylotonn Entertainment,"Bigben Interactive, Plug In Digital",0,13,50,20,23503,4767,10867,3241,0,0,217,0,223,0,999
273840,Stock Car Extreme,Reiza Studios,Reiza Studios,68,378,49,83,31085,5482,18702,4252,1537,1504,594,209,188,298,1499
282050,MX vs. ATV Supercross Encore,"Rainbow Studios, THQ Nordic",THQ Nordic,9,280,269,50,27041,5113,17943,4165,1516,1210,1030,86,609,119,2999
210150,Pole Position 2012,Destrax Games,Assemble Entertainment,0,12,83,10,29063,5301,11878,3389,0,0,464,0,113,0,599
431590,Earn to Die 2,Toffee Games,Not Doppler,68,254,32,88,20471,4449,14152,3699,769,1063,438,39,262,39,499
608660,Psebay,Eugeny Butakov,Eugeny Butakov,97,37,1,100,24767,4893,16680,4016,2690,1990,269,213,273,227,999
345890,NASCAR '15,Eutechnyx,Dusenberry Martin Racing,17,226,140,61,26030,5017,18702,4252,1153,1302,2768,66,427,131,999
622470,Road Dogs,Teletower Studios,Teletower Studios,11,50,44,53,20218,4421,8593,2882,0,0,68,0,19,0,0
535170,Climbtime,Saluda Systems,Saluda Systems,14,18,13,58,26283,5041,9607,3761,0,0,43,0,7,0,0
229890,Joe Danger,Hello Games,Hello Games,51,63,13,83,23503,4767,13900,3666,0,0,192,0,100,0,1499
336030,Race.a.bit,Aesir Interactive,Headup Games,,39,9,0,22492,4663,7582,2707,1526,2113,216,107,203,123,999
3050,Xpand Rally Xtreme,Techland,Techland,24,55,27,70,20976,4503,5813,2370,0,0,203,0,46,0,499
6080,Thrillville: Off the Rails,Frontier,LucasArts,68,234,31,88,29821,5369,21987,4610,763,1494,502,18,259,18,999
771460,Stickman Race Draw,EHTechnology,EHTechnology,39,16,5,72,19460,4337,4227,2494,0,0,49,0,13,0,99
585420,Trailmakers,Flashbulb,Flashbulb,49,198,45,79,21229,4530,13142,3564,3791,1914,354,123,342,92,1999
461680,FPV Air Tracks,Flyleap Studios,Flyleap Studios,3,49,86,36,25525,4968,11625,3352,1537,1504,96,27,13,38,0
279520,Rage Runner,Hypercane Studios,Plug In Digital,11,23,20,50,25020,4918,12636,3495,0,0,170,0,141,0,499
266410,iRacing,"iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing",57,575,106,75,25020,4918,17185,4076,2022,1398,2818,668,181,1151,999
324110,Moto Racer Collection,Microids,Microids,10,37,33,45,28052,5208,8845,2924,0,0,31,0,1,0,999
12600,Midnight Outlaw: 6 Hours to SunUp,"Merscom, Babylon","ValuSoft, Retroism",1,9,23,18,26030,5017,6318,2471,0,0,142,0,9,0,999
289460,RC Cars,Creat Studio,1C Company,32,121,47,75,24514,4868,5560,2318,0,0,133,0,94,0,299
274880,Jet Car Stunts,GRIP Digital s.r.o.,bitComposer Games,26,91,42,73,21987,4610,7329,2662,0,0,317,0,52,0,299
354040,Hypership Out of Control,Fun Infused Games,Fun Infused Games,,21,2,0,20976,4503,12636,3495,763,1494,257,161,207,161,199
286830,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,Targem Games,Buka Entertainment,1,33,93,26,26536,5065,15669,3892,0,0,180,0,198,0,499
16620,Monster Trucks Nitro ,Redlynx Ltd,Miniclip.com,23,20,10,62,21229,4530,14152,3699,0,0,432,0,106,0,1999
444880,Death Stair,Fun Sponge Games,Missing Link Games,20,116,67,63,21987,4610,12889,3530,738,1445,111,1,70,1,74
491280,Drift Horizon Online,JDM4iK Games,JDM4iK Games,6,118,149,41,16932,4046,5560,2318,774,1516,83,26,61,26,499
280500,KRUNCH,LeGrudge & Rugged,LeGrudge & Rugged,,27,16,0,19207,4309,6571,2520,0,0,149,0,114,0,999
322600,PURE,Black Rock Studio,Disney Interactive,16,69,45,60,20218,4421,9351,3007,0,0,254,0,208,0,1999
355060,Sbastien Loeb Rally EVO,Milestone S.r.l.,Milestone S.r.l.,10,240,221,49,27547,5161,17943,4165,1537,1504,585,170,505,246,2999
547410,Peak Angle: Drift Online,Peak Angle Team,,22,486,257,57,17691,4136,12131,3424,1011,988,920,160,256,167,503
498570,Extreme Forklifting 2,Devm Games,Devm Games,54,127,25,84,19207,4309,5813,2370,763,1494,73,41,36,41,199
297760,Qvadriga,Turnopia,Slitherine Ltd.,47,192,48,78,26283,5041,7076,2615,769,1063,425,86,375,86,1999
352900,Giana Sisters: Dream Runners,Black Forest Games,EuroVideo Medien,9,22,22,66,26536,5065,12131,3424,763,1494,159,42,169,42,999
384330,PolyRace,BinaryDream,Plug In Digital,32,39,15,80,17943,4165,3538,1849,763,1494,23,2,16,2,599
359060,Switch Galaxy Ultra,Atomicom Limited,Green Man Gaming Publishing,4,28,43,18,25020,4918,8340,2839,0,0,256,0,264,0,999
368180,Polyball,Studio Monolith,Studio Monolith,62,130,20,85,17943,4165,9856,3087,0,0,131,0,111,0,1499
336250,Monster Jam Battlegrounds,Team6 game studios B.V.,GameMill Entertainment ,5,43,55,31,18449,4223,10614,3203,1153,1302,195,185,218,190,999
512200,Metal Carnage,Playvision,Playvision,16,42,28,68,17943,4165,7582,2707,0,0,96,0,55,0,0
250240,Racing Manager 2014,Destrax,Assemble Entertainment,0,47,211,15,19712,4365,12131,3424,0,0,413,0,171,0,799
208860,Mad Riders,Techland,Ubisoft,59,85,15,84,20218,4421,10614,3203,0,0,91,0,46,0,999
465780,New Retro Arcade: Neon,Digital Cybercherries,Digital Cybercherries,54,297,59,82,15669,3892,9351,3007,758,856,136,111,65,111,1339
561600,MXGP3 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,43,229,63,77,20723,4476,16174,3954,4227,2494,1331,137,771,81,4999
256390,MotoGP14,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",8,193,207,49,23503,4767,14152,3699,774,1516,1098,86,359,86,1999
415740,OmniBus,"Buddy Cops, LLC",Devolver Digital,51,169,36,77,15416,3860,7329,2662,763,1494,140,4,69,4,999
555760,Adrenaline Adventure,David Pierucci,David Pierucci,,4,11,0,16932,4046,10109,3126,3285,1782,239,248,242,248,499
35310,Clutch,Targem Games,Game Factory Interactive,22,77,41,72,22492,4663,6571,2520,0,0,150,0,58,0,999
416350,MiniBikers,Ivanovich Games,Ivanovich Games,6,25,31,60,23503,4767,15922,3923,0,0,271,0,273,0,599
438430,Valentino Rossi The Game,Milestone S.r.l.,Milestone S.r.l.,43,198,55,75,18954,4281,12889,3530,1526,2113,1265,297,954,427,3999
224040,LocoCycle,Twisted Pixel Games,Microsoft Studios,45,191,50,80,19460,4337,7834,2752,0,0,111,0,126,0,999
494580,STANDBY,Noclip,HypeTrain Digital,33,70,25,73,18449,4223,5560,2318,0,0,162,0,156,0,799
773240,Raceland,Norven Games,Norven Games,,16,24,0,15163,3829,4227,2494,769,1063,19,2,14,2,99
393660,Streamline,Frostcloud Studios,Frostcloud Studios,20,36,21,54,17691,4136,1516,1210,0,0,45,0,64,0,1099
335070,VRC PRO,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,45,193,51,78,11878,3389,6571,2520,763,1494,526,106,448,106,4499
509250,TO THE TOP,Electric Hat Games LLC.,Electric Hat Games LLC.,82,313,25,91,17943,4165,11878,3389,1264,1105,174,39,153,51,2499
359290,Crazy Cars - Hit the Road,"Interplay, Microids",Anuman Interactive,9,46,44,52,21734,4584,3791,1914,0,0,95,0,83,0,299
224340,Fast & Furious: Showdown,Firebrand Games,Activision,2,40,82,35,22745,4689,13900,3666,0,0,142,0,77,0,2999
288650,HTR+ Slot Car Simulation,QUByte Interactive,Libredia,27,25,11,76,17185,4076,3538,1849,0,0,39,0,30,0,699
65070,Ride 'em Low,"Red Dot Games, PLAY",Libredia,9,51,51,57,20471,4449,5054,2210,0,0,90,0,57,0,299
392000,TRON RUN/r,Sanzaru Games Inc.,Disney Interactive,45,216,57,78,15922,3923,8087,2796,0,0,138,0,96,0,1999
577460,Zoop! - Hunter's Grimm,Warfare Studios,,12,105,85,54,15922,3923,9351,3007,0,0,183,0,164,0,199
525360,Shio,Coconut Island Studio,Coconut Island Games,41,804,240,76,18702,4252,12636,3495,0,0,340,0,349,0,1199
342650,Fermi's Path,GameArt Studio GmbH,GameArt Studio GmbH,37,31,10,60,16427,3985,9351,3007,0,0,207,0,245,0,899
403850,Sky To Fly: Faster Than Wind,AIVIK LLC,Absolutist Ltd.,30,77,31,66,14405,3732,6824,2568,0,0,269,0,236,0,399
348820,FIM Speedway Grand Prix 15,SoftPlanet,SoftPlanet,78,164,16,91,17438,4106,11373,3316,758,856,1322,43,1004,43,2499
825610,Viking's drakkars,azimut team,azimut team,,4,8,0,14658,3764,758,856,758,856,1,1,1,1,66
590690,Sprint Vector,Survios,Survios,86,324,24,92,12636,3495,7834,2752,1476,2044,101,62,89,113,2999
547360,BREAK ARTS II,MercuryStudio,AGM PLAYISM,32,253,96,72,12889,3530,8593,2882,1769,1307,486,29,322,51,1499
266370,Calibre 10 Racing,Bongfish GmbH,Bongfish GmbH,7,47,52,50,15922,3923,5813,2370,0,0,21,0,12,0,199
368740,Obliteracers,Varkian Empire,"Varkian Empire, Deck13",33,145,53,65,14911,3797,8593,2882,769,1063,186,182,231,182,1499
670500,RC Plane 3,FrozenPepper S.R.L,FrozenPepper S.R.L.,21,29,16,64,19460,4337,10362,3165,1153,1302,111,490,13,894,0
791150,EV3 - Drag Racing,KABloom Interactive,KABloom Interactive,3,15,25,37,13647,3632,6571,2520,769,1063,99,49,38,49,0
693190,Survival driver 2: Heavy vehicles,Tero Lunkka,Tero Lunkka,,10,7,0,14405,3732,1537,1504,0,0,129,0,192,0,49
597720,Stunt Toys,"IKI STUDIOS, LLC","IKI STUDIOS, LLC",11,12,10,46,14658,3764,1516,1210,0,0,427,0,749,0,299
768840,FIRST STEAM GAME VHS - COLOR RETRO RACER : MILES CHALLENGE,Bacq Stellan,OtakuMaker SARL,18,25,15,62,13647,3632,5813,2370,774,1516,46,1117,6,1117,0
285520,Sledgehammer / Gear Grinder,Targem Games,Buka Entertainment,30,54,22,76,14405,3732,6824,2568,774,1516,163,39,180,39,799
355560,Trigger Runners,EfrenStudios,Karaokulta Games,37,49,16,80,14152,3699,6824,2568,0,0,207,0,210,0,199
269430,Burning Cars,Polynetix Studio,Polynetix Studio,0,4,31,20,13142,3564,8593,2882,1526,2113,325,305,424,307,599
301760,DisneyPixar Cars 2: The Video Game,Avalanche Software,Disney Interactive,9,38,37,53,14405,3732,5307,2265,0,0,636,0,352,0,1999
552920,Sailaway - The Sailing Simulator,Orbcreation,The Irregular Corporation,47,225,53,80,13394,3598,9098,2966,1537,1504,1171,1149,481,1625,3999
211970,Test Drive: Ferrari Racing Legends,Slightly Mad Studios,Evolved Games,13,144,107,55,15163,3829,9098,2966,0,0,376,0,116,0,1999
708940,Rebons,Star Legion,Star Legion,57,42,8,81,14911,3797,1769,1307,1153,1302,624,400,931,785,399
402130,FlatOut 4: Total Insanity,Kylotonn,Strategy First,12,270,215,56,24514,4868,17438,4106,1537,1504,233,11,83,16,2999
331160,DisneyPixar Cars,Beenox,"THQ, Disney Interactive",32,143,54,70,10614,3203,4044,1977,1549,2144,255,163,117,325,1999
466980,Can't Drive This,Pixel Maniacs,Pixel Maniacs,49,162,37,73,15416,3860,10109,3126,0,0,154,0,86,0,999
389510,Wild Animal Racing,Paul Bird,Marjupi Games,78,1152,106,91,14658,3764,9856,3087,769,1063,95,19,58,19,399
326470,Space Warp,Mind Crew,Mind Crew,32,26,10,66,16932,4046,3074,2127,0,0,117,0,161,0,499
228940,Carnage Racing ™,,Jagex,20,441,256,77,14658,3764,8340,2839,0,0,357,0,117,0,0
226780,MUD Motocross World Championship,Milestone S.r.l.,BANDAI NAMCO Entertainment,7,38,43,47,13394,3598,7582,2707,0,0,765,0,962,0,999
791380,Way Out,"Shenzhen Simeng Technology Co., Ltd.","Shenzhen Simeng Technology Co., Ltd.",,1,2,0,14658,3764,5307,2265,0,0,2,0,2,0,99
768510,Apocalypse zombie Race,hallunazigames,hallunazigames,,6,6,0,11373,3316,1921,1682,763,1494,5,1,8,1,99
347820,Street Arena,Blossom Games,Blossom Games,12,34,27,56,12636,3495,2527,1563,0,0,282,0,492,0,69
728990,Pixel Car,azimut team,azimut team,,11,11,0,9856,3087,1126,1271,0,0,287,0,358,0,64
286240,Dog Sled Saga,Trichotomy,Trichotomy,82,249,20,91,14405,3732,10362,3165,763,1494,563,2,280,2,799
404290,Fire & Forget - The Final Assault,Interplay,Games For All,26,17,8,62,15163,3829,2275,1483,0,0,70,0,70,0,299
443860,Riptide GP: Renegade,Vector Unit,Vector Unit,65,131,19,88,13900,3666,6065,2421,0,0,199,0,190,0,999
587420,Cart Racer,HFM Games,HFM Games,32,238,92,71,13900,3666,9351,3007,1537,1504,189,58,84,115,99
470590,moto RKD dash,rkd.zone,rkd.zone,29,38,16,76,12383,3460,7076,2615,769,1063,164,18,201,18,299
704210,"BLOCK WARRIORS: ""Open World"" Game",Voltornas Games,Voltornas Games,12,254,204,55,9098,2966,6824,2568,763,1494,109,77,73,77,199
386330,HoD: On open seas,HJO Creations,HJO Creations,,3,13,0,10867,3241,1526,2113,0,0,107,0,189,0,399
576880,Blackwater Bayou VR,Virtual Rage Studios LLC,Virtual Rage Studios LLC,0,7,38,17,11120,3279,7329,2662,0,0,169,0,176,0,99
561610,MotoGP17,Milestone S.r.l.,Milestone S.r.l.,23,152,76,64,10614,3203,7329,2662,2780,1639,2214,205,1739,190,4999
508980,Crashday Redline Edition,Moonbyte,2tainment GmbH,78,519,46,91,13394,3598,10362,3165,774,1516,314,1190,146,1190,1199
716600,Premier Buggy Racing Tour,JDRumble,JDRumble,3,7,13,36,8593,2882,1011,988,738,1445,161,24,252,24,499
780120,Car Crash Couch Party,Fogbound,Fogbound,2,5,11,31,10867,3241,5380,2814,763,1494,16,3,4,3,0
487330,Totally Unbalanced,Isojumper,OtakuMaker.com,57,74,14,73,7582,2707,3033,1712,0,0,243,0,248,0,299
355010,Race Arcade,Iceflake Studios,Iceflake Studios,33,48,17,61,10362,3165,3538,1849,0,0,228,0,217,0,1199
657240,Tracks - The Train Set Game,Whoop Group,Excalibur Games,86,230,17,91,13394,3598,9098,2966,1537,1504,416,45,384,47,999
378490,Sunny Hillride,Synetic,,13,51,38,55,11878,3389,4044,1977,0,0,58,0,33,0,199
546610,Acro Storm,Blue Comet Games,Blue Comet Games,,13,3,0,8593,2882,4296,2038,0,0,171,0,178,0,499
